Trait,Marker,Chr,Pos,marker_F,p,marker_Rsq,add_F,add_p,dom_F,dom_p,marker_df,marker_MS,error_df,error_MS,model_df,model_MS,minorObs
logit_germ,Zm00001d006670,2,213907898,0.01548,0.90101,9.28E-06,0.01548,0.90101,NaN,NaN,1,0.0238,1668,1.53758,1,0.0238,5
logit_germ,Zm00001d006677,2,214087591,2.48844,0.11488,0.00149,2.48844,0.11488,NaN,NaN,1,3.82052,1668,1.53531,1,3.82052,5
logit_germ,Zm00001d006679,2,214116025,0.02818,0.8667,1.69E-05,0.02818,0.8667,NaN,NaN,1,0.04333,1668,1.53757,1,0.04333,4
logit_germ,Zm00001d006680,2,214127233,0.04417,0.83357,2.65E-05,0.04417,0.83357,NaN,NaN,1,0.06791,1668,1.53756,1,0.06791,6
logit_germ,Zm00001d006681,2,214205236,1.8453,0.17451,0.00111,1.8453,0.17451,NaN,NaN,1,2.8342,1668,1.5359,1,2.8342,4
logit_germ,Zm00001d006704,2,214784642,1.72688,0.18899,0.00103,1.72688,0.18899,NaN,NaN,1,2.6525,1668,1.53601,1,2.6525,12
logit_germ,Zm00001d006705,2,214798497,1.01972,0.31273,6.11E-04,1.01972,0.31273,NaN,NaN,1,1.56696,1668,1.53666,1,1.56696,4
logit_germ,Zm00001d006726,2,215374172,0.0426,0.83651,2.55E-05,0.0426,0.83651,NaN,NaN,1,0.0655,1668,1.53756,1,0.0655,6
logit_germ,Zm00001d006731,2,215409703,0.13532,0.71303,8.11E-05,0.13532,0.71303,NaN,NaN,1,0.20805,1668,1.53747,1,0.20805,4
logit_germ,Zm00001d006751,2,215860275,0.42699,0.51356,2.56E-04,0.42699,0.51356,NaN,NaN,1,0.65638,1668,1.5372,1,0.65638,5
logit_germ,Zm00001d006759,2,216121011,1.04812,0.30609,6.28E-04,1.04812,0.30609,NaN,NaN,1,1.61058,1668,1.53663,1,1.61058,4
logit_germ,Zm00001d006762,2,216190765,0.02816,0.86676,1.69E-05,0.02816,0.86676,NaN,NaN,1,0.04329,1668,1.53757,1,0.04329,6
logit_germ,Zm00001d006763,2,216199719,0.63975,0.42392,3.83E-04,0.63975,0.42392,NaN,NaN,1,0.9833,1668,1.53701,1,0.9833,5
logit_germ,Zm00001d006771,2,216364442,0.21595,0.64221,1.29E-04,0.21595,0.64221,NaN,NaN,1,0.33199,1668,1.5374,1,0.33199,5
logit_germ,Zm00001d006789,2,216693319,5.59803,0.01809,0.00334,5.59803,0.01809,NaN,NaN,1,8.57872,1668,1.53245,1,8.57872,7
logit_germ,Zm00001d006790,2,216755300,0.3417,0.55893,2.05E-04,0.3417,0.55893,NaN,NaN,1,0.52529,1668,1.53728,1,0.52529,5
logit_germ,Zm00001d006844,2,217765773,2.26893,0.13218,0.00136,2.26893,0.13218,NaN,NaN,1,3.48396,1668,1.53551,1,3.48396,4
logit_germ,Zm00001d006845,2,217771183,0.01059,0.91804,6.35E-06,0.01059,0.91804,NaN,NaN,1,0.01629,1668,1.53759,1,0.01629,5
logit_germ,Zm00001d006861,2,218047576,0.00876,0.92543,5.25E-06,0.00876,0.92543,NaN,NaN,1,0.01347,1668,1.53759,1,0.01347,7
logit_germ,Zm00001d006872,2,218312911,0.01059,0.91804,6.35E-06,0.01059,0.91804,NaN,NaN,1,0.01629,1668,1.53759,1,0.01629,5
logit_germ,Zm00001d006881,2,218468798,5.1855,0.0229,0.0031,5.1855,0.0229,NaN,NaN,1,7.94849,1668,1.53283,1,7.94849,4
logit_germ,Zm00001d006896,2,218757320,0.02002,0.88751,1.20E-05,0.02002,0.88751,NaN,NaN,1,0.03078,1668,1.53758,1,0.03078,4
logit_germ,Zm00001d006900,2,219017587,0.43077,0.5117,2.58E-04,0.43077,0.5117,NaN,NaN,1,0.66219,1668,1.5372,1,0.66219,6
logit_germ,Zm00001d006903,2,219060189,1.4723,0.22516,8.82E-04,1.4723,0.22516,NaN,NaN,1,2.26181,1668,1.53624,1,2.26181,6
logit_germ,Zm00001d006906,2,219168019,0.01477,0.9033,8.85E-06,0.01477,0.9033,NaN,NaN,1,0.0227,1668,1.53758,1,0.0227,5
logit_germ,Zm00001d006910,2,219226690,0.03407,0.85358,2.04E-05,0.03407,0.85358,NaN,NaN,1,0.05239,1668,1.53757,1,0.05239,4
logit_germ,Zm00001d006916,2,219329075,0.35668,0.55043,2.14E-04,0.35668,0.55043,NaN,NaN,1,0.54832,1668,1.53727,1,0.54832,5
logit_germ,Zm00001d006917,2,219344265,1.8453,0.17451,0.00111,1.8453,0.17451,NaN,NaN,1,2.8342,1668,1.5359,1,2.8342,4
logit_germ,Zm00001d006918,2,219353462,0.87006,0.35107,5.21E-04,0.87006,0.35107,NaN,NaN,1,1.3371,1668,1.5368,1,1.3371,4
logit_germ,Zm00001d006920,2,219357461,0.02002,0.88751,1.20E-05,0.02002,0.88751,NaN,NaN,1,0.03078,1668,1.53758,1,0.03078,4
logit_germ,Zm00001d006921,2,219363993,0.41888,0.51759,2.51E-04,0.41888,0.51759,NaN,NaN,1,0.6439,1668,1.53721,1,0.6439,5
logit_germ,Zm00001d006928,2,219598036,0.691,0.40594,4.14E-04,0.691,0.40594,NaN,NaN,1,1.06204,1668,1.53696,1,1.06204,4
logit_germ,Zm00001d006929,2,219601851,0.03666,0.84819,2.20E-05,0.03666,0.84819,NaN,NaN,1,0.05636,1668,1.53756,1,0.05636,6
logit_germ,Zm00001d006951,2,220029046,0.14703,0.70144,8.81E-05,0.14703,0.70144,NaN,NaN,1,0.22605,1668,1.53746,1,0.22605,4
logit_germ,Zm00001d007009,2,220146668,0.16464,0.68497,9.87E-05,0.16464,0.68497,NaN,NaN,1,0.25313,1668,1.53745,1,0.25313,4
logit_germ,Zm00001d007029,2,220388009,0.00253,0.95989,1.52E-06,0.00253,0.95989,NaN,NaN,1,0.00389,1668,1.53759,1,0.00389,21
logit_germ,Zm00001d007032,2,220446591,0.25687,0.61234,1.54E-04,0.25687,0.61234,NaN,NaN,1,0.39491,1668,1.53736,1,0.39491,6
logit_germ,Zm00001d007042,2,220736412,0.54738,0.4595,3.28E-04,0.54738,0.4595,NaN,NaN,1,0.84137,1668,1.53709,1,0.84137,10
logit_germ,Zm00001d007043,2,220744204,0.11544,0.73407,6.92E-05,0.11544,0.73407,NaN,NaN,1,0.17749,1668,1.53749,1,0.17749,11
logit_germ,Zm00001d007048,2,220862861,4.32578,0.03769,0.00259,4.32578,0.03769,NaN,NaN,1,6.6341,1668,1.53362,1,6.6341,4
logit_germ,Zm00001d007058,2,220982967,0.66572,0.41466,3.99E-04,0.66572,0.41466,NaN,NaN,1,1.02321,1668,1.53698,1,1.02321,21
logit_germ,Zm00001d007059,2,221006165,0.06932,0.79236,4.16E-05,0.06932,0.79236,NaN,NaN,1,0.10659,1668,1.53753,1,0.10659,4
logit_germ,Zm00001d007062,2,221071040,2.16E-05,0.99629,1.30E-08,2.16E-05,0.99629,NaN,NaN,1,3.33E-05,1668,1.5376,1,3.33E-05,10
logit_germ,Zm00001d007064,2,221084882,0.80702,0.36913,4.84E-04,0.80702,0.36913,NaN,NaN,1,1.24027,1668,1.53685,1,1.24027,5
logit_germ,Zm00001d007065,2,221288323,0.17939,0.67195,1.08E-04,0.17939,0.67195,NaN,NaN,1,0.27581,1668,1.53743,1,0.27581,5
logit_germ,Zm00001d007067,2,221310878,0.01007,0.92009,6.04E-06,0.01007,0.92009,NaN,NaN,1,0.01548,1668,1.53759,1,0.01548,4
logit_germ,Zm00001d007068,2,221317348,1.01972,0.31273,6.11E-04,1.01972,0.31273,NaN,NaN,1,1.56696,1668,1.53666,1,1.56696,4
logit_germ,Zm00001d007075,2,221665954,0.89907,0.34317,5.39E-04,0.89907,0.34317,NaN,NaN,1,1.38167,1668,1.53677,1,1.38167,4
logit_germ,Zm00001d007085,2,221919976,0.06573,0.79769,3.94E-05,0.06573,0.79769,NaN,NaN,1,0.10106,1668,1.53754,1,0.10106,5
logit_germ,Zm00001d007090,2,222099516,1.98751,0.15879,0.00119,1.98751,0.15879,NaN,NaN,1,3.05235,1668,1.53577,1,3.05235,6
logit_germ,Zm00001d007092,2,222128862,0.09282,0.76066,5.56E-05,0.09282,0.76066,NaN,NaN,1,0.14271,1668,1.53751,1,0.14271,6
logit_germ,Zm00001d007093,2,222135807,1.80112,0.17976,0.00108,1.80112,0.17976,NaN,NaN,1,2.76641,1668,1.53594,1,2.76641,5
logit_germ,Zm00001d007096,2,222244224,0.35668,0.55043,2.14E-04,0.35668,0.55043,NaN,NaN,1,0.54832,1668,1.53727,1,0.54832,5
logit_germ,Zm00001d007105,2,222362958,0.03894,0.8436,2.33E-05,0.03894,0.8436,NaN,NaN,1,0.05987,1668,1.53756,1,0.05987,4
logit_germ,Zm00001d007111,2,222481838,5.80E-04,0.98079,3.48E-07,5.80E-04,0.98079,NaN,NaN,1,8.92E-04,1668,1.5376,1,8.92E-04,5
logit_germ,Zm00001d007113,2,222495106,0.00865,0.92592,5.18E-06,0.00865,0.92592,NaN,NaN,1,0.0133,1668,1.53759,1,0.0133,4
logit_germ,Zm00001d007117,2,222662577,1.34655,0.24605,8.07E-04,1.34655,0.24605,NaN,NaN,1,2.06879,1668,1.53636,1,2.06879,6
logit_germ,Zm00001d007139,2,223193448,0.825,0.36385,4.94E-04,0.825,0.36385,NaN,NaN,1,1.26789,1668,1.53684,1,1.26789,4
logit_germ,Zm00001d007141,2,223272588,0.01661,0.89748,9.96E-06,0.01661,0.89748,NaN,NaN,1,0.02553,1668,1.53758,1,0.02553,8
logit_germ,Zm00001d007144,2,223319129,0.00137,0.97051,8.20E-07,0.00137,0.97051,NaN,NaN,1,0.0021,1668,1.5376,1,0.0021,7
logit_germ,Zm00001d007146,2,223330452,1.89618,0.16869,0.00114,1.89618,0.16869,NaN,NaN,1,2.91226,1668,1.53585,1,2.91226,4
logit_germ,Zm00001d007158,2,223463067,0.00241,0.96084,1.45E-06,0.00241,0.96084,NaN,NaN,1,0.00371,1668,1.53759,1,0.00371,14
logit_germ,Zm00001d007164,2,223630248,1.22161,0.2692,7.32E-04,1.22161,0.2692,NaN,NaN,1,1.87697,1668,1.53647,1,1.87697,7
logit_germ,Zm00001d007172,2,223807703,0.20177,0.65335,1.21E-04,0.20177,0.65335,NaN,NaN,1,0.3102,1668,1.53741,1,0.3102,7
logit_germ,Zm00001d007175,2,223830823,2.35716,0.1249,0.00141,2.35716,0.1249,NaN,NaN,1,3.61924,1668,1.53543,1,3.61924,7
logit_germ,Zm00001d007183,2,224004069,0.84198,0.35896,5.05E-04,0.84198,0.35896,NaN,NaN,1,1.29398,1668,1.53682,1,1.29398,6
logit_germ,Zm00001d007186,2,224113136,0.95119,0.32956,5.70E-04,0.95119,0.32956,NaN,NaN,1,1.46171,1668,1.53672,1,1.46171,6
logit_germ,Zm00001d007202,2,224621900,0.48979,0.48412,2.94E-04,0.48979,0.48412,NaN,NaN,1,0.75287,1668,1.53715,1,0.75287,4
logit_germ,Zm00001d007204,2,224657251,2.24701,0.13406,0.00135,2.24701,0.13406,NaN,NaN,1,3.45034,1668,1.53553,1,3.45034,4
logit_germ,Zm00001d007205,2,224668165,0.23071,0.63106,1.38E-04,0.23071,0.63106,NaN,NaN,1,0.35468,1668,1.53738,1,0.35468,9
logit_germ,Zm00001d007207,2,224754876,0.01059,0.91804,6.35E-06,0.01059,0.91804,NaN,NaN,1,0.01629,1668,1.53759,1,0.01629,5
logit_germ,Zm00001d007215,2,224901768,0.09088,0.7631,5.45E-05,0.09088,0.7631,NaN,NaN,1,0.13972,1668,1.53751,1,0.13972,4
logit_germ,Zm00001d007225,2,225128807,1.8453,0.17451,0.00111,1.8453,0.17451,NaN,NaN,1,2.8342,1668,1.5359,1,2.8342,4
logit_germ,Zm00001d007227,2,225209627,0.42951,0.51232,2.57E-04,0.42951,0.51232,NaN,NaN,1,0.66025,1668,1.5372,1,0.66025,7
logit_germ,Zm00001d007241,2,225531093,1.10243,0.29389,6.60E-04,1.10243,0.29389,NaN,NaN,1,1.69397,1668,1.53658,1,1.69397,7
logit_germ,Zm00001d007254,2,225772947,0.0659,0.79743,3.95E-05,0.0659,0.79743,NaN,NaN,1,0.10133,1668,1.53754,1,0.10133,4
logit_germ,Zm00001d007287,2,226853626,1.01972,0.31273,6.11E-04,1.01972,0.31273,NaN,NaN,1,1.56696,1668,1.53666,1,1.56696,4
logit_germ,Zm00001d007295,2,227000104,1.69409,0.19324,0.00101,1.69409,0.19324,NaN,NaN,1,2.60218,1668,1.53604,1,2.60218,7
logit_germ,Zm00001d007313,2,227537759,0.1622,0.68719,9.72E-05,0.1622,0.68719,NaN,NaN,1,0.24938,1668,1.53745,1,0.24938,13
logit_germ,Zm00001d007328,2,228717869,0.03894,0.8436,2.33E-05,0.03894,0.8436,NaN,NaN,1,0.05987,1668,1.53756,1,0.05987,4
logit_germ,Zm00001d007339,2,229145607,3.50089,0.06151,0.00209,3.50089,0.06151,NaN,NaN,1,5.37168,1668,1.53438,1,5.37168,6
logit_germ,Zm00001d007383,2,230346167,0.05829,0.80925,3.49E-05,0.05829,0.80925,NaN,NaN,1,0.08963,1668,1.53754,1,0.08963,5
logit_germ,Zm00001d007388,2,230458992,0.30134,0.58312,1.81E-04,0.30134,0.58312,NaN,NaN,1,0.46326,1668,1.53732,1,0.46326,4
logit_germ,Zm00001d007401,2,230856436,0.87006,0.35107,5.21E-04,0.87006,0.35107,NaN,NaN,1,1.3371,1668,1.5368,1,1.3371,4
logit_germ,Zm00001d007427,2,231462634,3.43769,0.0639,0.00206,3.43769,0.0639,NaN,NaN,1,5.27491,1668,1.53443,1,5.27491,5
logit_germ,Zm00001d007435,2,231636080,4.6981,0.03034,0.00281,4.6981,0.03034,NaN,NaN,1,7.2035,1668,1.53328,1,7.2035,5
logit_germ,Zm00001d007436,2,231673598,4.4381,0.03529,0.00265,4.4381,0.03529,NaN,NaN,1,6.8059,1668,1.53352,1,6.8059,4
logit_germ,Zm00001d007441,2,231766302,1.80578,0.1792,0.00108,1.80578,0.1792,NaN,NaN,1,2.77356,1668,1.53593,1,2.77356,4
logit_germ,Zm00001d007455,2,232061042,0.66152,0.41614,3.96E-04,0.66152,0.41614,NaN,NaN,1,1.01675,1668,1.53699,1,1.01675,6
logit_germ,Zm00001d007465,2,232278383,0.45991,0.49776,2.76E-04,0.45991,0.49776,NaN,NaN,1,0.70697,1668,1.53717,1,0.70697,7
logit_germ,Zm00001d007468,2,232362666,1.88941,0.16945,0.00113,1.88941,0.16945,NaN,NaN,1,2.90187,1668,1.53586,1,2.90187,5
logit_germ,Zm00001d007474,2,232519357,0.85659,0.35483,5.13E-04,0.85659,0.35483,NaN,NaN,1,1.31641,1668,1.53681,1,1.31641,5
logit_germ,Zm00001d007501,2,233358823,1.30478,0.25351,7.82E-04,1.30478,0.25351,NaN,NaN,1,2.00466,1668,1.5364,1,2.00466,5
logit_germ,Zm00001d007508,2,233473272,0.06915,0.7926,4.15E-05,0.06915,0.7926,NaN,NaN,1,0.10633,1668,1.53753,1,0.10633,7
logit_germ,Zm00001d007513,2,233582105,0.0262,0.87144,1.57E-05,0.0262,0.87144,NaN,NaN,1,0.04028,1668,1.53757,1,0.04028,4
logit_germ,Zm00001d007514,2,233610692,1.52875,0.21647,9.16E-04,1.52875,0.21647,NaN,NaN,1,2.34845,1668,1.53619,1,2.34845,4
logit_germ,Zm00001d007522,2,233722905,0.6421,0.42307,3.85E-04,0.6421,0.42307,NaN,NaN,1,0.98691,1668,1.53701,1,0.98691,10
logit_germ,Zm00001d007548,2,234536235,0.22811,0.63299,1.37E-04,0.22811,0.63299,NaN,NaN,1,0.35069,1668,1.53739,1,0.35069,5
logit_germ,Zm00001d007571,2,235051849,0.37396,0.54094,2.24E-04,0.37396,0.54094,NaN,NaN,1,0.57487,1668,1.53725,1,0.57487,4
logit_germ,Zm00001d007573,2,235064606,2.33492,0.12669,0.0014,2.33492,0.12669,NaN,NaN,1,3.58515,1668,1.53545,1,3.58515,4
logit_germ,Zm00001d007585,2,235393023,0.7765,0.37834,4.65E-04,0.7765,0.37834,NaN,NaN,1,1.19338,1668,1.53688,1,1.19338,7
logit_germ,Zm00001d007597,2,235972148,0.50027,0.47948,3.00E-04,0.50027,0.47948,NaN,NaN,1,0.76898,1668,1.53714,1,0.76898,9
logit_germ,Zm00001d007638,2,236713911,1.44537,0.22944,8.66E-04,1.44537,0.22944,NaN,NaN,1,2.22047,1668,1.53627,1,2.22047,8
logit_germ,Zm00001d007656,2,237063820,0.04375,0.83434,2.62E-05,0.04375,0.83434,NaN,NaN,1,0.06728,1668,1.53756,1,0.06728,4
logit_germ,Zm00001d007661,2,237098808,0.00448,0.94666,2.68E-06,0.00448,0.94666,NaN,NaN,1,0.00688,1668,1.53759,1,0.00688,4
logit_germ,Zm00001d007698,2,237625492,0.18716,0.66535,1.12E-04,0.18716,0.66535,NaN,NaN,1,0.28774,1668,1.53742,1,0.28774,4
logit_germ,Zm00001d007719,2,238192136,1.07199,0.30065,6.42E-04,1.07199,0.30065,NaN,NaN,1,1.64723,1668,1.53661,1,1.64723,7
logit_germ,Zm00001d007763,2,239248152,0.60445,0.43699,3.62E-04,0.60445,0.43699,NaN,NaN,1,0.92907,1668,1.53704,1,0.92907,5
logit_germ,Zm00001d007764,2,239261580,0.3417,0.55893,2.05E-04,0.3417,0.55893,NaN,NaN,1,0.52529,1668,1.53728,1,0.52529,5
logit_germ,Zm00001d007765,2,239268829,4.15047,0.04178,0.00248,4.15047,0.04178,NaN,NaN,1,6.36592,1668,1.53378,1,6.36592,6
logit_germ,Zm00001d007768,2,239284264,0.85659,0.35483,5.13E-04,0.85659,0.35483,NaN,NaN,1,1.31641,1668,1.53681,1,1.31641,5
logit_germ,Zm00001d007770,2,239308996,0.1185,0.73071,7.10E-05,0.1185,0.73071,NaN,NaN,1,0.18219,1668,1.53749,1,0.18219,4
logit_germ,Zm00001d007778,2,239431202,0.03381,0.85414,2.03E-05,0.03381,0.85414,NaN,NaN,1,0.05198,1668,1.53757,1,0.05198,7
logit_germ,Zm00001d007799,2,239868713,4.4381,0.03529,0.00265,4.4381,0.03529,NaN,NaN,1,6.8059,1668,1.53352,1,6.8059,4
logit_germ,Zm00001d007820,2,240283236,5.46E-04,0.98137,3.27E-07,5.46E-04,0.98137,NaN,NaN,1,8.39E-04,1668,1.5376,1,8.39E-04,4
logit_germ,Zm00001d007821,2,240312082,0.13904,0.70929,8.34E-05,0.13904,0.70929,NaN,NaN,1,0.21377,1668,1.53747,1,0.21377,4
logit_germ,Zm00001d007822,2,240320521,3.36074,0.06695,0.00201,3.36074,0.06695,NaN,NaN,1,5.15707,1668,1.53451,1,5.15707,4
logit_germ,Zm00001d007826,2,240379627,0.96357,0.32643,5.77E-04,0.96357,0.32643,NaN,NaN,1,1.48072,1668,1.53671,1,1.48072,7
logit_germ,Zm00001d007828,2,240473201,3.60981,0.05761,0.00216,3.60981,0.05761,NaN,NaN,1,5.53845,1668,1.53428,1,5.53845,4
logit_germ,Zm00001d007835,2,240562233,0.01503,0.90243,9.01E-06,0.01503,0.90243,NaN,NaN,1,0.02312,1668,1.53758,1,0.02312,4
logit_germ,Zm00001d007851,2,240935716,3.143,0.07644,0.00188,3.143,0.07644,NaN,NaN,1,4.82357,1668,1.53471,1,4.82357,5
logit_germ,Zm00001d007853,2,240964321,0.00782,0.92953,4.69E-06,0.00782,0.92953,NaN,NaN,1,0.01203,1668,1.53759,1,0.01203,7
logit_germ,Zm00001d007862,2,241124142,0.83481,0.36102,5.00E-04,0.83481,0.36102,NaN,NaN,1,1.28295,1668,1.53683,1,1.28295,13
logit_germ,Zm00001d007870,2,241389359,0.29625,0.58631,1.78E-04,0.29625,0.58631,NaN,NaN,1,0.45544,1668,1.53732,1,0.45544,9
logit_germ,Zm00001d007892,2,241888503,0.70915,0.39985,4.25E-04,0.70915,0.39985,NaN,NaN,1,1.08992,1668,1.53694,1,1.08992,4
logit_germ,Zm00001d007897,2,241928194,0.25323,0.61488,1.52E-04,0.25323,0.61488,NaN,NaN,1,0.3893,1668,1.53736,1,0.3893,8
logit_germ,Zm00001d007930,2,243176985,0.17195,0.67844,1.03E-04,0.17195,0.67844,NaN,NaN,1,0.26437,1668,1.53744,1,0.26437,7
logit_germ,Zm00001d007937,2,243431604,0.15845,0.69064,9.50E-05,0.15845,0.69064,NaN,NaN,1,0.24361,1668,1.53745,1,0.24361,4
logit_germ,Zm00001d007943,2,243545407,1.31713,0.25127,7.89E-04,1.31713,0.25127,NaN,NaN,1,2.02362,1668,1.53638,1,2.02362,9
logit_germ,Zm00001d007954,2,243993080,0.1335,0.71488,8.00E-05,0.1335,0.71488,NaN,NaN,1,0.20525,1668,1.53747,1,0.20525,6
logit_germ,Zm00001d007975,2,244370720,2.7018,0.10042,0.00162,2.7018,0.10042,NaN,NaN,1,4.14757,1668,1.53511,1,4.14757,16
logit_germ,Zm00001d007978,2,244412180,5.90137,0.01523,0.00353,5.90137,0.01523,NaN,NaN,1,9.04193,1668,1.53218,1,9.04193,6
logit_germ,Zm00001d039253,3,570895,0.176,0.67488,1.06E-04,0.176,0.67488,NaN,NaN,1,0.27059,1668,1.53743,1,0.27059,7
logit_germ,Zm00001d039259,3,705134,0.53329,0.46533,3.20E-04,0.53329,0.46533,NaN,NaN,1,0.81972,1668,1.53711,1,0.81972,9
logit_germ,Zm00001d039262,3,763567,0.00106,0.97401,6.37E-07,0.00106,0.97401,NaN,NaN,1,0.00163,1668,1.5376,1,0.00163,4
logit_germ,Zm00001d039265,3,822342,2.33492,0.12669,0.0014,2.33492,0.12669,NaN,NaN,1,3.58515,1668,1.53545,1,3.58515,4
logit_germ,Zm00001d039266,3,833234,0.14395,0.70443,8.63E-05,0.14395,0.70443,NaN,NaN,1,0.22132,1668,1.53746,1,0.22132,15
logit_germ,Zm00001d039272,3,899022,3.07401,0.07974,0.00184,3.07401,0.07974,NaN,NaN,1,4.71789,1668,1.53477,1,4.71789,9
logit_germ,Zm00001d039276,3,919722,0.36578,0.54539,2.19E-04,0.36578,0.54539,NaN,NaN,1,0.5623,1668,1.53726,1,0.5623,4
logit_germ,Zm00001d039280,3,972170,0.02105,0.88466,1.26E-05,0.02105,0.88466,NaN,NaN,1,0.03237,1668,1.53758,1,0.03237,7
logit_germ,Zm00001d039284,3,1009665,0.46447,0.49564,2.78E-04,0.46447,0.49564,NaN,NaN,1,0.71397,1668,1.53717,1,0.71397,5
logit_germ,Zm00001d039304,3,1402754,0.38086,0.53723,2.28E-04,0.38086,0.53723,NaN,NaN,1,0.58547,1668,1.53725,1,0.58547,7
logit_germ,Zm00001d039305,3,1404618,2.24587,0.13416,0.00134,2.24587,0.13416,NaN,NaN,1,3.4486,1668,1.53553,1,3.4486,11
logit_germ,Zm00001d039325,3,1947507,3.58196,0.05858,0.00214,3.58196,0.05858,NaN,NaN,1,5.4958,1668,1.5343,1,5.4958,6
logit_germ,Zm00001d039328,3,1960227,3.24742,0.07172,0.00194,3.24742,0.07172,NaN,NaN,1,4.98352,1668,1.53461,1,4.98352,17
logit_germ,Zm00001d039330,3,1992907,0.06179,0.80371,3.70E-05,0.06179,0.80371,NaN,NaN,1,0.09501,1668,1.53754,1,0.09501,6
logit_germ,Zm00001d039331,3,2017056,3.77E-06,0.99845,2.26E-09,3.77E-06,0.99845,NaN,NaN,1,5.80E-06,1668,1.5376,1,5.80E-06,5
logit_germ,Zm00001d039341,3,2119093,1.29915,0.25453,7.78E-04,1.29915,0.25453,NaN,NaN,1,1.99602,1668,1.5364,1,1.99602,9
logit_germ,Zm00001d039343,3,2186361,0.16464,0.68497,9.87E-05,0.16464,0.68497,NaN,NaN,1,0.25313,1668,1.53745,1,0.25313,4
logit_germ,Zm00001d039349,3,2346812,0.28037,0.59653,1.68E-04,0.28037,0.59653,NaN,NaN,1,0.43102,1668,1.53734,1,0.43102,5
logit_germ,Zm00001d039369,3,2688806,0.39107,0.53182,2.34E-04,0.39107,0.53182,NaN,NaN,1,0.60117,1668,1.53724,1,0.60117,10
logit_germ,Zm00001d039380,3,2951663,2.76556,0.0965,0.00166,2.76556,0.0965,NaN,NaN,1,4.24528,1668,1.53505,1,4.24528,8
logit_germ,Zm00001d039385,3,3101252,2.30398,0.12923,0.00138,2.30398,0.12923,NaN,NaN,1,3.5377,1668,1.53548,1,3.5377,7
logit_germ,Zm00001d039387,3,3144241,1.48048,0.22387,8.87E-04,1.48048,0.22387,NaN,NaN,1,2.27436,1668,1.53623,1,2.27436,7
logit_germ,Zm00001d039401,3,3434141,4.00E-04,0.98405,2.40E-07,4.00E-04,0.98405,NaN,NaN,1,6.15E-04,1668,1.5376,1,6.15E-04,6
logit_germ,Zm00001d039421,3,3863640,1.25028,0.26366,7.49E-04,1.25028,0.26366,NaN,NaN,1,1.92099,1668,1.53645,1,1.92099,4
logit_germ,Zm00001d039427,3,3983905,1.84833,0.17416,0.00111,1.84833,0.17416,NaN,NaN,1,2.83884,1668,1.5359,1,2.83884,8
logit_germ,Zm00001d039441,3,4484960,1.52875,0.21647,9.16E-04,1.52875,0.21647,NaN,NaN,1,2.34845,1668,1.53619,1,2.34845,4
logit_germ,Zm00001d039444,3,4498079,1.01972,0.31273,6.11E-04,1.01972,0.31273,NaN,NaN,1,1.56696,1668,1.53666,1,1.56696,4
logit_germ,Zm00001d039450,3,4733873,1.18843,0.2758,7.12E-04,1.18843,0.2758,NaN,NaN,1,1.82603,1668,1.5365,1,1.82603,5
logit_germ,Zm00001d039452,3,4737750,0.22944,0.632,1.38E-04,0.22944,0.632,NaN,NaN,1,0.35274,1668,1.53739,1,0.35274,4
logit_germ,Zm00001d039454,3,4761834,0.73413,0.39167,4.40E-04,0.73413,0.39167,NaN,NaN,1,1.1283,1668,1.53692,1,1.1283,5
logit_germ,Zm00001d039455,3,4834103,1.14465,0.28483,6.86E-04,1.14465,0.28483,NaN,NaN,1,1.7588,1668,1.53654,1,1.7588,6
logit_germ,Zm00001d039456,3,4840993,0.16889,0.68115,1.01E-04,0.16889,0.68115,NaN,NaN,1,0.25966,1668,1.53744,1,0.25966,4
logit_germ,Zm00001d039465,3,5021242,0.62446,0.42951,3.74E-04,0.62446,0.42951,NaN,NaN,1,0.95981,1668,1.53702,1,0.95981,6
logit_germ,Zm00001d039467,3,5059160,0.2205,0.63872,1.32E-04,0.2205,0.63872,NaN,NaN,1,0.33899,1668,1.53739,1,0.33899,4
logit_germ,Zm00001d039471,3,5158568,0.04048,0.84057,2.43E-05,0.04048,0.84057,NaN,NaN,1,0.06224,1668,1.53756,1,0.06224,9
logit_germ,Zm00001d039474,3,5278906,4.4381,0.03529,0.00265,4.4381,0.03529,NaN,NaN,1,6.8059,1668,1.53352,1,6.8059,4
logit_germ,Zm00001d039475,3,5290799,2.84503,0.09184,0.0017,2.84503,0.09184,NaN,NaN,1,4.36705,1668,1.53498,1,4.36705,5
logit_germ,Zm00001d039481,3,5486122,1.06015,0.30333,6.35E-04,1.06015,0.30333,NaN,NaN,1,1.62905,1668,1.53662,1,1.62905,6
logit_germ,Zm00001d039480,3,5486169,0.454,0.50054,2.72E-04,0.454,0.50054,NaN,NaN,1,0.69787,1668,1.53718,1,0.69787,5
logit_germ,Zm00001d039489,3,5714392,0.07261,0.78761,4.35E-05,0.07261,0.78761,NaN,NaN,1,0.11164,1668,1.53753,1,0.11164,5
logit_germ,Zm00001d039498,3,6001514,1.14787,0.28415,6.88E-04,1.14787,0.28415,NaN,NaN,1,1.76375,1668,1.53654,1,1.76375,4
logit_germ,Zm00001d039499,3,6013360,2.04403,0.15299,0.00122,2.04403,0.15299,NaN,NaN,1,3.13905,1668,1.53572,1,3.13905,5
